Protein.Group	C:\DIA-NN\AOESB2025\THF-2-01.mzML	C:\DIA-NN\AOESB2025\THF-2-02.mzML	C:\DIA-NN\AOESB2025\THF-2-03.mzML	C:\DIA-NN\AOESB2025\THF-2-04.mzML	C:\DIA-NN\AOESB2025\THF-2-05.mzML	C:\DIA-NN\AOESB2025\THF-2-06.mzML	C:\DIA-NN\AOESB2025\THF-2-07.mzML	C:\DIA-NN\AOESB2025\THF-2-08.mzML	C:\DIA-NN\AOESB2025\THF-2-09.mzML	C:\DIA-NN\AOESB2025\THF-2-10.mzML	C:\DIA-NN\AOESB2025\THF-2-11.mzML	C:\DIA-NN\AOESB2025\THF-2-12.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-01.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-02.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-03.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-04.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-05.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-06.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-07.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-08.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-09.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-10.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-11.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-12.mzML
Q0K5Z3	31705761.208175	36173233.32464	42269126.9066176	40169005.063527	45053894.7542551	36435252.2245772	49378677.5133733	54658584.8600022	51160469.8925463	24270277.9099088	27997825.2502617	27519122.1626698	9	9	9	10	10	9	11	11	10	9	10	9
Q0K5Z4	22438600	16066300	12760500	37708499.9999999	26310800	42616600.0000001	17885400	13275200	14333500	NA	2668490	2277930	1	1	1	1	1	1	1	1	1	0	1	1
Q0K5Z7	10097874.839265	8181788.03196014	6756577.89623475	9991701.99240843	6999265.65356379	10173801.8766041	6292367.61650135	4706883.34127942	5662373.86487394	7298281.97283985	7321244.30736825	6832102.00929968	2	2	2	2	2	2	2	2	2	2	2	2
Q0K5Z8	2700650.79799703	2607605.53524263	2413923.78140923	14595135.5664554	13630108.1601356	16890547.6863662	3524450.00006052	4186160.00007185	4550189.26997539	38703951.0647326	37496811.046009	38170427.1813951	2	3	2	4	4	6	1	1	2	9	9	9
Q0K5Z9	9218575083.13537	8773230307.91288	8677561823.37428	9478225803.51309	7901145866.89374	9352735850.50976	9592989544.46849	9128290017.03274	9761381452.17148	10959338806.0409	10497180564.1918	10269152090.3996	69	71	70	69	70	65	70	73	67	72	72	71
Q0K601	641320089.650969	610200566.513253	596973003.069307	543227843.547496	499720204.152087	540823588.395072	574178191.73888	582838428.033413	596707741.462307	746169061.306129	764154281.561961	735226263.394513	26	27	25	25	26	21	27	26	24	29	26	27
Q0K602	2149959909.7584	1632299932.34783	1272221708.38642	1278295219.09964	915397513.164117	1241576417.88582	1206019345.54664	997712748.64422	1174702294.47466	2171550822.02971	1974176232.76191	1885107124.61824	18	16	16	13	15	13	17	15	15	20	20	20
Q0K603	1694809941.72206	1740376108.65602	1806287761.43761	1492680008.66586	1594910774.47048	1428402798.77062	1497223955.24518	1521659436.7751	1524360237.01242	2372222429.00438	2384817416.77292	2399759393.84329	41	43	44	39	41	41	41	39	42	44	45	45
Q0K604	411677360.41023	444386572.818675	551405122.096846	365451861.128005	436852847.026469	342102419.938346	350139251.78562	409615124.009047	401843378.510449	566726545.092694	583643576.532142	613871024.454444	24	25	25	19	23	19	23	23	24	24	23	22
Q0K605	1201155906.07559	1128958615.21977	1206018901.40396	1028335569.44632	838947607.238931	904834093.906624	955140810.108746	998133045.555765	1058486342.02979	1716636120.43528	1648960837.31408	1741047863.47608	14	14	14	13	12	11	12	14	13	14	14	16
Q0K606	1027985989.37398	979584615.035091	978929087.18629	915451201.405737	909095416.835005	896078236.928528	921812101.192177	879105321.736505	914983819.528486	1099374508.07839	1081527516.0694	1060623222.22299	129	129	128	115	124	119	128	128	125	136	132	130
Q0K607	1402732887.5924	1375814474.37654	1438475582.48958	1290803028.58944	1309332086.57161	1243188316.90013	1271613678.03798	1329570585.2455	1330801047.8967	1548884055.95753	1565922673.44172	1580433630.77703	142	151	152	121	141	118	148	151	154	155	148	153
Q0K608	5552763.53971637	6562041.84430508	7294351.17661351	4431095.06417448	5979737.19895518	4915412.97007143	4381756.0853849	5360459.14785314	4761699.20800958	6315923.09018852	6749324.12699189	6948046.50346864	6	7	8	6	8	6	6	7	7	8	8	8
Q0K609	2396568368.73744	2232918793.96522	2265567838.00064	1967168133.70887	1849600122.31934	1894892111.61618	1860269546.06308	1869453190.44412	1955106247.2476	3514012550.4543	3383963479.04556	3456794664.24516	22	22	23	19	20	20	22	20	21	23	23	23
Q0K610	811817976.614961	861131558.194337	941004963.153769	621755123.520785	680823664.566303	545724088.799572	711892449.062881	813603840.703325	775725859.329719	1251838127.40552	1263051572.71356	1299034141.82076	24	25	26	19	24	20	24	25	25	26	26	26
Q0K611	2045542291.87928	2158640799.87716	2271687783.18316	1788581414.42811	1830815105.0366	1789915354.88745	1953167030.49106	2025678059.03498	2020070068.93921	1996287531.97718	2067944742.61587	2004828320.09891	98	101	102	83	90	84	100	102	99	100	100	100
Q0K613	489066821.851576	527330963.361001	613239684.055611	398887688.352147	446109079.444027	386885195.340145	432516114.352525	489241226.261125	492651213.890967	648350533.309678	691349917.607544	680471146.188938	19	21	22	16	18	17	17	21	21	22	20	21
Q0K615	122627482.717729	127152284.7939	120244385.196904	132781813.379342	125612945.517299	131090070.018893	110202414.760026	111599553.637641	116069429.873521	90418800.0308711	94725606.0277844	90763671.2294215	9	10	10	7	9	8	9	9	9	8	10	6
Q0K616	2629415.59364425	2662290.87068835	2457715.18782847	7840409.47222263	7789225.21219624	7268965.06025078	8538075.86765389	8138728.51948605	8769365.95034251	NA	309683.999999823	NA	2	3	3	3	3	3	3	3	3	0	1	0
Q0K617	6904913.66114391	6880929.06686287	6189434.06766223	8022278.50964592	7607874.48400229	8665707.67512712	11588330.0164966	11320992.0108601	11041505.4451405	3831121.90893974	4032288.70148434	NA	5	5	6	6	6	4	8	9	8	1	2	0
Q0K619	1037746821.59193	947410244.003935	1019027470.44922	866925428.364649	825421720.528206	821298443.402417	801077152.878756	813238248.699341	851431810.294496	1361729647.21433	1318619462.05385	1332084080.6765	35	40	41	33	35	32	38	39	39	42	43	42
Q0K620	2162568072.70209	2070455005.39416	2077316147.01706	1790847472.43941	1792686145.32986	1697698056.76252	1708253394.35421	1618328136.50007	1702997205.29158	3039360549.61891	2914421143.58577	2807599000.45897	33	32	31	26	27	25	28	27	30	32	34	29
Q0K621	858780437.263613	824135492.269413	853472000.815902	652291407.192307	717056820.292129	655514734.375309	613491110.692189	704439149.906714	687056445.997661	1078967085.60333	1082918172.62079	1102950257.92755	12	12	12	9	10	8	11	11	11	12	12	12
Q0K622	1542014367.18102	1469251577.47989	1429703593.85	1276183942.6385	1208823683.60348	1220492883.50987	1210817205.36119	1163765490.61045	1239110770.5545	2049466858.21068	1978374041.78083	1863072588.08786	47	51	52	40	47	40	45	48	47	52	51	52
Q0K623	282351430.757208	326999408.129039	410868427.336732	267905357.345283	333852833.377665	258906964.321477	269747804.060227	330986327.424491	323802658.573505	446662375.255362	463907475.036494	469628983.711015	11	13	13	9	13	8	13	12	13	15	14	15
Q0K624	621770448.125169	573371215.629556	653710361.232978	524117401.81044	473126234.342766	516265136.378008	534110982.274361	521595544.034716	533893062.195195	842904302.219674	823162563.004891	846676976.21972	12	13	13	11	12	9	13	13	13	13	13	13
Q0K625	414656091.844849	438771336.824411	543481412.88043	353432887.617396	504860678.524728	324570559.22016	393047325.832223	445776965.936559	438592876.308916	616220950.703971	609892452.937392	632340631.524996	31	31	34	28	30	27	30	32	31	33	33	34
Q0K626	197663154.092109	222145756.647207	257038735.64501	132698862.081603	188707336.34306	104352330.320202	173488128.035488	211214802.907266	198888059.063208	252434633.648424	272815887.005347	277745336.240784	12	13	13	11	12	10	13	13	13	13	13	13
Q0K627	123274232.446806	136453589.832563	177182845.349351	90028263.5624427	108439337.536329	92336649.1650978	121781736.047824	151261609.340976	133882089.03676	213426043.775997	220464860.093436	235775206.650072	6	6	8	6	6	5	9	7	10	11	10	9
Q0K628	80729120.6121925	93959837.7417675	130938233.541319	68351753.617473	77903718.7198728	62711897.3312248	79596600.9676005	103691108.856432	93611917.404863	129109926.643465	140541582.050201	152012247.382877	15	14	14	11	11	11	11	12	11	14	12	15
Q0K629	759773813.871862	761393240.848538	793484832.599862	677360825.023519	657205509.046272	652430266.542177	628399531.42191	636236582.556875	624659180.777711	953924565.466865	1013320763.77133	1000507400.47722	29	31	33	27	30	27	29	29	31	30	31	31
Q0K630	477783607.584071	530403138.25393	623987207.62834	317884363.057539	407078120.575696	322692174.501895	442571583.432717	522743689.72494	519508959.381407	741491661.601318	764265499.225202	792787508.118912	23	25	25	17	21	17	24	25	26	26	26	25
Q0K631	343187946.182979	397671170.47774	486804838.622163	331588036.479831	408092965.391788	316678540.928517	339797306.523247	421935878.534125	397402781.571764	554726610.906899	551813111.074884	567217193.033584	18	22	22	15	20	15	19	23	21	22	22	21
Q0K632	977993610.394452	1068246963.18429	1192404911.35337	890749788.124764	943201681.972024	831257267.637771	998401340.422431	1122313686.09889	1073558389.2618	1728035732.10431	1719179563.56248	1794783718.57737	19	18	19	16	18	17	19	18	19	19	19	18
Q0K633	1244288072.40977	1057102793.04897	1094025257.31175	763570157.994293	741329772.461736	723524965.573085	880186822.518075	937649373.531428	930607929.149038	1520814408.68728	1465655657.52003	1545123339.42717	17	18	19	18	17	16	20	18	18	20	20	19
Q0K634	1309464590.95894	1388064129.16229	1597358751.08202	1144954249.77307	1290518132.86458	1065824060.53131	1174372910.34694	1310058206.80499	1297723938.16948	1956526648.56256	1989798473.36265	2006619522.11404	36	39	41	39	39	35	40	38	39	42	43	40
Q0K635	107382650.868045	135045345.691087	185893964.558755	121649608.228523	166570035.27176	128265488.672361	113156180.125039	153654407.628816	144386099.919737	176184580.978779	187909357.115475	203693422.902315	19	20	23	16	19	15	20	21	21	22	22	23
Q0K636	803932489.50591	801635229.087314	788425113.998326	540577681.330537	644682188.196669	512547335.045616	669437609.195567	655132462.227809	687881731.21071	1224607325.20154	1224468264.7097	1185955106.26135	38	40	42	33	33	33	38	38	38	42	40	41
Q0K637	64942901.7890692	92225610.2842588	101362907.987322	44683761.7479183	51171761.7674541	42165071.0734229	60653437.6490894	77517325.8550568	65786922.4478248	92656447.4384964	94262312.5013795	90821001.2011849	8	9	8	5	7	5	9	8	8	9	10	8
Q0K638	2065984489.47023	1714006186.78132	1561400318.04167	1153141167.69317	927822956.479574	1140900027.85894	1303931189.14911	1175369140.07496	1357219338.33727	2342900488.17349	2168406203.95763	2115385562.86211	31	30	31	26	28	25	28	29	29	31	31	31
Q0K639	27876398.2413498	26034513.0008311	27533344.4839769	25664979.7924492	28571636.5627723	25674834.6648382	20432439.6268346	20866079.2930408	21606851.2879369	28547604.2618954	26442595.8577621	26395471.4512903	5	7	7	6	7	6	7	7	7	7	8	8
Q0K640	73766348.2972321	76196062.0594186	76194715.3897205	81412092.0484543	78601221.5930298	78609913.5673284	81788939.9977515	82517498.0586705	84077547.5952931	56662930.1083735	57040404.9968293	56963555.8545645	4	5	5	3	4	3	5	5	5	3	4	5
Q0K641	327986169.525852	293419281.76944	302500070.372344	172893874.70119	181780218.413198	149705039.722871	277088138.587695	258995372.260872	253073351.988629	404538823.267313	370140875.57931	370610343.727974	4	5	5	3	3	4	5	5	5	5	5	5
Q0K642	373828903.039058	444661855.469472	546285486.564955	342215895.232423	486914754.246716	339984587.929724	387552058.778907	466177245.408649	463569022.304841	623230301.1059	673180145.406785	684076858.335436	24	26	27	23	23	18	23	25	24	27	25	26
Q0K643	1352284959.61075	1273099416.51996	1264480451.02884	1175846524.49885	1082608082.39262	935757095.687081	1085630742.41314	1031329096.22573	1107667399.3311	1927479990.00306	1869949620.12613	1762639949.94508	12	12	11	9	11	11	13	10	10	13	13	13
Q0K644	273545949.214001	275541597.186958	287551032.82091	252030521.319877	251444142.97504	248441180.68385	230040108.678957	236555144.186106	239553116.739771	418444264.249533	400514265.41397	400563710.732083	34	33	34	28	33	28	33	33	33	34	34	34
Q0K645	2948769202.58268	3146213150.0006	3272096641.6672	2880729980.89401	3154618433.30709	2819433595.49336	2799580231.89094	3011079496.71808	2975964033.9587	3014882552.61523	3090949400.79391	3047575399.87538	37	36	37	31	35	32	34	34	34	36	36	36
Q0K646	81236421.9037707	90031014.1215563	102721887.102101	78837425.3104141	74244770.7563316	67761592.5360056	73626780.7697331	79875355.8658354	88978137.715249	99794789.0109756	99439706.3096594	97873233.8320039	6	5	7	3	5	3	4	6	6	6	6	8
Q0K648	23221359.7307708	24961189.5299959	27097404.0163224	27516269.0453484	28207317.6717381	26586415.3677298	23113770.7637307	25799660.0094967	23510000.6254325	18564911.1025988	19506148.8775243	20712690.657011	10	13	13	10	12	10	10	12	11	10	9	9
Q0K649	43367678.9195101	40699806.557472	35089169.5123914	39307061.7369888	34572053.0733236	42356235.304439	38185454.0197508	35535078.9243867	36367559.534521	43599365.6994649	37413534.0203309	40281065.4325791	3	3	3	3	2	3	2	3	3	3	2	2
Q0K650	272955373.399688	258959718.184643	227563091.19273	228343933.732326	210782379.86191	240909376.046616	230046411.789748	222451499.757046	225685564.221903	317729482.166117	328743451.390958	312669397.084131	14	14	14	13	13	13	14	14	14	14	14	14
Q0K651	46304410.7233222	51410886.2902487	49604846.3152084	47684987.1450014	61247916.7740456	47203851.1772961	55873802.2647679	54855291.8314508	56373935.7425439	76613949.9888089	77843365.689618	73988621.0703682	11	12	13	10	11	9	13	12	12	13	13	13
Q0K652	107389321.407699	93651775.024366	87537980.6840554	108083703.923959	98736163.8218309	100394909.513616	95450475.0546882	96567446.2054598	96345764.5723513	64943125.1101546	62183192.8557975	61298617.2082777	18	19	20	19	19	16	19	18	17	14	16	14
Q0K653	68617565.173133	65188902.7166848	62704547.8974106	55072301.3988224	58317709.8441537	60527053.7745751	52092918.6010029	51327729.8146233	50282304.0882073	117981644.384961	116522380.417445	117667572.868986	12	15	15	15	16	12	15	14	16	21	19	21
Q0K654	45842660.2306734	42833003.1769755	40181165.0112127	27382409.3960536	24998000.0004776	34396621.0811491	20506926.494892	17877000.2892755	18969617.1134938	50575335.4721817	48883339.3843723	46845396.6266924	3	3	3	3	1	2	3	3	3	3	3	3
Q0K655	502002313.50483	521099510.846743	562417526.994591	710440657.703261	761393923.695716	693610848.88619	812397182.788291	997803894.239421	923356276.223559	271773120.279933	301655385.723894	268132915.483053	4	5	5	5	5	4	5	5	5	4	4	5
Q0K657	6399176.98313733	7622819.17880137	7030719.89677371	11495453.1564109	10560013.7678973	12241206.2202071	11635125.6055025	11054303.4062416	11450750.1550036	3495018.34023995	3171513.41742486	4076820.77031418	3	3	3	3	3	3	3	3	3	3	3	3
Q0K658	46650279.5531575	41781277.8972529	38224230.7895958	34077863.4028002	28516780.1982543	36001929.2863404	45038337.8744742	39761976.1074416	43345975.1648787	25431020.0880297	24388299.5392901	24261498.7691216	9	11	9	8	8	8	10	11	10	7	7	8
Q0K659	1052220	1023410	1081740	1738550	1197430	1907830	NA	NA	NA	NA	NA	NA	1	1	1	1	1	1	0	0	0	0	0	0
Q0K660	117681551.952316	111612821.302229	110051941.805346	100208993.418955	108693847.988504	110251489.584691	120594519.53932	118933679.488648	121673365.855507	130114440.736979	128359895.43323	126999782.601142	24	25	30	20	24	23	25	29	28	28	26	26
Q0K661	NA	NA	2364340	NA	NA	NA	NA	NA	NA	NA	2605200	1887350	0	0	1	0	0	0	0	0	0	0	1	1
Q0K662	55411388.7898431	55036178.4732822	50016660.0854516	50155767.5610475	49716656.2892364	49150410.9342177	46040574.7608843	44366895.3708827	44160870.9475984	75949061.9256286	74743158.1836823	74492866.3008308	25	25	25	20	23	22	24	22	24	24	25	23
Q0K663	125084485.68248	110999631.238835	101484190.138946	316501392.348399	288451351.986658	302383620.205839	182774530.035229	195654763.301932	195089318.460126	15031571.8486888	12426132.8051295	12996525.7787053	12	12	12	12	14	12	12	14	14	6	6	4
Q0K664	60000976.5473028	56211134.0080497	50375950.0919219	130004195.025812	134601018.530093	124568475.080903	107361284.405562	113378579.823643	121976728.185833	7498095.36422565	9255259.51438216	NA	11	11	10	11	11	11	11	11	11	2	2	0
Q0K665	16553851.3919713	17057039.4532615	15910121.4946068	41009329.4397834	43296128.9478981	44005167.2768156	33173144.905151	38789679.2372907	37277806.918801	NA	NA	NA	5	5	6	6	8	5	6	8	8	0	0	0
Q0K666	45640243.0022281	40572353.9748527	36439644.4085266	99947563.1666463	88686979.045411	103141288.615125	81350692.8366147	83234488.8993355	88073638.1073192	6485599.287234	5922430.80233541	6202904.20178381	10	12	10	14	15	13	14	15	13	5	6	2
Q0K667	50311137.9028605	63645879.5724294	67883986.4367829	151025161.522879	155535137.102488	145335352.824551	102142606.812131	143325635.417729	119663387.325437	13200618.7847444	15427538.77209	13070985.0642377	18	20	23	22	23	22	22	23	25	11	10	8
Q0K668	12160044.5939656	12432397.339037	14951303.1576748	14297496.1729809	14696477.8219563	14722131.4877486	10320513.4958024	11636496.2975121	11784907.7388904	13428704.3696683	13139498.761708	13523987.8325044	2	2	2	2	2	2	2	2	2	2	2	2
Q0K669	46282821.4891644	46132037.5823467	50966384.8920638	47694330.5009117	49823791.4957217	40127497.6814497	34447175.0389923	37526757.7500788	35967538.9444028	34206837.0628508	35835503.8690152	35468920.3727165	6	6	6	6	6	6	6	6	6	6	6	6
Q0K670	154739681.323952	137010425.842812	135410479.692736	186659544.365069	172203040.338562	192216058.75256	150022952.106413	139972677.598416	140851538.229058	101163501.372461	110406893.66732	105713462.175726	17	18	19	17	19	18	19	19	18	17	17	18
Q0K671	2639372.48063402	3022785.53625699	2544563.98190423	2132430.0000342	2263530.00816883	2765835.14454244	2386103.41147665	2014947.44240002	2376137.57940227	3356766.06490633	3143325.58407655	3154599.20988933	2	2	2	1	2	2	2	2	2	2	2	2
Q0K672	226616681.368064	220727094.577659	232767206.778396	1213460161.48728	1230867161.70998	1139369477.59436	489810325.093066	560850314.994398	565113434.531219	220620781.710613	215963155.479858	213998743.499919	72	82	88	112	119	111	106	117	108	83	82	82
Q0K673	200708862.236131	211792170.388487	227785253.550243	1237117297.80412	1273944811.7922	1153532483.5887	482636471.411202	589348213.250488	572996712.644987	234353884.534672	227141237.556202	231301948.759935	37	41	42	46	54	46	47	52	52	37	37	34
Q0K675	1946761.48336531	1630331.46459969	1640045.5360849	13548017.6050762	13858224.1787929	12882536.3242055	10257345.5487703	10691927.1968256	10770559.1380917	NA	NA	NA	3	2	2	5	5	5	5	5	5	0	0	0
Q0K676	40067662.0819895	36679424.6423665	38421509.2965356	20105505.8807726	23924100.9673106	20438129.7754765	27634398.6482703	28902448.0952775	28747813.5704941	22581389.3017204	29282788.7315667	27616315.703009	2	2	2	2	2	2	2	2	2	2	2	2
Q0K678	18255210.9452137	23924530.2076493	28356826.8317997	15694675.9346286	18980642.7734851	15663264.5668315	16222426.791839	21673783.1955983	20203862.0297664	17167713.6808423	16595922.5766237	17814546.1957202	7	8	8	6	7	5	5	8	7	6	7	5
Q0K679	7032851.91903115	7942303.85145881	8217119.999998	NA	2961039.99999927	NA	4000879.99999902	3713759.99999909	3867489.99999903	6528849.9999984	6949529.99999828	6958108.86217857	2	2	1	0	1	0	1	1	1	1	1	2
Q0K680	112040262.135593	121999351.283724	133267250.472938	33484700.022451	34414367.6391493	36862606.6137182	76786845.426504	89543232.2880843	86250831.6932551	90058032.4071253	96333778.906547	108545036.884277	7	8	9	4	6	5	8	8	8	8	8	8
Q0K682	31510051.4370851	29533356.6327126	29855189.4712866	32971603.2482	33133095.8523557	35327147.2583655	29630633.2792504	27842640.2335787	27540586.1347832	40996185.9726943	41690670.5827232	37559803.1635442	7	6	7	7	6	7	7	6	6	7	7	7
Q0K684	40953600.0007946	42456997.9595049	47276493.6234697	32519363.4481951	36451649.400679	51079400.000991	57921186.6792778	53653909.4248909	49646622.0325657	68899147.6073731	78190495.4056241	79538844.9920332	1	2	2	2	2	1	2	2	2	2	2	2
Q0K685	202067234.528849	181588838.227835	185670588.951946	219208616.332888	207198063.020777	227973962.074739	192822901.368986	185483302.541486	180467587.02893	215469937.242265	224043756.436518	239063508.349689	12	14	14	12	12	11	14	12	13	14	15	15
Q0K686	34647505.213425	38316739.3628696	40633179.7395624	43984738.7785336	47299726.7939176	45118857.3159334	41597072.8129839	41733504.6142685	43022388.0294498	43311745.1171077	43145218.1522851	41608861.8221605	12	16	16	14	17	12	15	17	17	13	15	16
Q0K687	175989429.801369	146556542.155899	132309155.296861	171758129.419306	148477772.826593	172373290.221265	149051189.360436	132047271.619177	138953591.645769	199281820.077554	183763942.752231	180103319.548459	12	15	14	13	15	13	15	14	15	15	16	16
Q0K688	465863403.969712	385463596.014215	379517098.011276	274471112.562075	319634241.785963	290242036.682038	335047523.266073	354656595.904389	347820647.112415	500797533.370715	486704925.864817	487446887.929694	7	7	8	6	7	6	8	8	8	8	8	8
Q0K689	86611349.4593192	97426677.8396996	99768947.4083513	120683956.164569	121950228.501509	107386778.983695	104052588.084856	108674536.666908	105517709.580489	118074734.914237	121693252.191697	112148149.848739	15	16	15	15	15	16	16	16	16	15	14	16
Q0K691	69820951.2489554	67603928.7857398	69355050.6447823	80078713.5705671	75970488.7896712	83007958.169452	65747074.638535	65658073.2971169	66994987.3150699	80420169.5293501	82254046.4127653	78507257.3901715	8	10	10	8	10	9	10	10	8	9	9	10
Q0K692	539918986.226201	548342744.985147	533398280.646891	604523974.428995	501455267.688294	579346553.53501	465354411.255205	442837178.635645	451367535.102617	450910468.197185	444515027.507541	460542255.555615	19	20	20	19	20	19	20	20	19	19	18	19
Q0K693	142924767.796152	139608251.71495	137465926.991211	154765887.709875	150475471.347393	153693636.334991	117980711.919843	114652907.427295	117787980.907168	150862600.274349	153986280.66402	150169695.830104	24	24	25	23	24	23	24	24	22	26	26	27
Q0K694	71670577.2800382	67572286.9860312	70568909.3481818	79555538.2482326	77717542.296629	79346068.3341769	53278702.0937928	51011094.1222219	53273624.6363497	60922852.5294356	66055866.393761	67132074.5547737	8	9	10	6	7	8	8	8	8	9	9	9
